ID,HAL ID,Title,Publication Date,Journal/Conference,Document Type,DOI,Authors,I2M Authors,Job Title,Research Groups,Membership Status,External Authors,Affiliations
4275384,hal-04176670,Two Approaches To Compute Unsteady Compressible Two-Phase Flow Models With Stiff Relaxation Terms,2023,ESAIM: Mathematical Modelling and Numerical Analysis,ART,10.1051/m2an/2023090,"Guillaume Jomée, Jean-Marc Hérard","['jean marc herard', 'guillaume jomee']","['Membre Associé', 'Doctorant (Phd Student)']",['AA'],"['Former', 'Current']",[],[]
4607513,tel-04607513,"Classification Non-Supervisée Des Productions Vocales Chez Le Bébé Humain Entre 0 Et 12 Mois', 'Unsupervised Classification Of Vocal Productions Of Human Babies Between 0 And 12 Months",2023,Unknown,THESE,Unknown,Guillem Bonafos,['guillem bonafos'],['Doctorant (Phd Student)'],['ALEA'],['Former'],[],[]
4296630,hal-04296630,Démonstration D'Une Conjecture De Kruyswijk Et Meijer Sur Le Plus Petit Dénominateur Des Nombres Rationnels D'Un Intervalle,2023,Bulletin des Sciences Mathématiques,ART,10.1016/j.bulsci.2023.103305,"Bruno Martin, Michel Balazard",['michel balazard'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],['bruno martin'],['Laboratoire de Mathématiques Pures et Appliquées Joseph Liouville']
4672079,hal-04194791,Transition To Super-Diffusive Transport In Turbulent Plasmas,2023,Physical Review E,ART,10.1103/PhysRevE.110.025204,"Cristel Chandre, Filippo Arlotti, Guido Ciraolo, Matteo Stanzani, Xavier Garbet",['cristel chandre'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],"['filippo arlotti', 'guido ciraolo', 'matteo stanzani', 'xavier garbet']",['Institut de Recherche sur la Fusion par confinement Magnétique']
4301756,hal-04301756,Mass Formula For Self-Orthogonal And Self-Dual Codes Over Non-Unital Rings Of Order Four,2023,Mathematics,ART,10.3390/math11234736,"Adel Alahmadi, Altaf Alshuhail, Lucky Galvez, Patrick Solé, Rowena Alma Betty",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['adel alahmadi', 'altaf alshuhail', 'lucky galvez', 'rowena alma betty']","['University of the Philippines', 'King Abdul Aziz University']"
4309224,hal-04309224,The Global Gan-Gross-Prasad Conjecture For Unitary Groups. Ii. From Eisenstein Series To Bessel Periods,2023,Unknown,Unknown,Unknown,"Pierre-Henri Chaudouard, Raphaël Beuzart-Plessis",['plessis raphael beuzart'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],['pierre henri chaudouard'],['Unknown']
4330723,hal-04016348,Semi-Lagrangian Vlasov-Poisson Solvers With A Strong External Uniform Magnetic Field,2023,Unknown,Unknown,Unknown,"Anh-Tuan Vu, Michel Mehrenberger","['michel mehrenberger', 'anh tuan vu']","['Doctorant (Phd Student)', 'Professeur (PR)']",['AA'],"['Former', 'Current']",[],[]
4327851,hal-04327851,On The Complexity Of Polygonal Billiards,2023,Unknown,Unknown,Unknown,"Arnaldo Nogueira, Serge Troubetzkoy, Tyll Krueger","['serge troubetzkoy', 'arnaldo nogueira']","['Professeur Émérite (PREM)', 'Professeur (PR)']",['GDAC'],['Current'],['tyll krueger'],['Faculty of Communication and Information Technology']
4322821,hal-04322821,Polygraphs: From Rewriting To Higher Categories,2023,Unknown,OUV,Unknown,"Albert Burroni, Dimitri Ara, François Métayer, Philippe Malbos, Samuel Mimram, Yves Guiraud","['jean yves girard', 'dimitri ara']","['Directeur de Recherche Émérite (DREM)', 'Maître de Conférences (MCF H)']",['AGLR'],['Current'],"['albert burroni', 'francois metayer', 'philippe malbos', 'samuel mimram']","['Institut Camille Jordan', 'Institut de Recherche en Informatique Fondamentale', ""Laboratoire d'informatique de l'École polytechnique [Palaiseau]""]"
4322127,hal-04226672,Real Structures On Primary Hopf Surfaces,2023,Unknown,Unknown,Unknown,Zahraa Khaled,['zahraa khaled'],['Doctorante (Phd Student)'],['AGT'],['Former'],[],[]
4259496,hal-04259496,"Quantitative Recurrence For $T,T^{-1}$ Tranformation",2023,Unknown,Unknown,Unknown,"Benoit Saussol, Françoise Pène",['benoit saussol'],['Professeur (PR)'],['GDAC'],['Current'],['francoise pene'],['Laboratoire de Mathématiques de Bretagne Atlantique']
4261244,hal-04261244,On The Complexity Of Freezing Automata Networks Of Bounded Pathwidth,2023,Unknown,PROCEEDINGS,10.5281/zenodo.8276243,"Eric Goles, Guillaume Theyssier, Martín Ríos-Wilson, Pedro Montealegre",['guillaume theyssier'],['Chargé de Recherche (CR)'],['GDAC'],['Current'],"['eric goles', 'martin rios wilson', 'pedro montealegre']","['Facultad de Ingeniería y Ciencias [Santiago]', 'Facultad de Ingeniería y Ciencias, Universidad Adolfo Ibáñez, Santiago, Chile.', 'Universidad Adolfo Ibáñez [Santiago]']"
4317227,hal-04317227,Reflection And Transmission Problems For High-Frequency Waves At A Randomly Perturbed Interface: Generalized Snell'S Laws,2023,Unknown,Unknown,Unknown,"Christophe Gomez, Knut Sølna",['christophe gomez'],['Maître de Conférences (MCF H)'],['AA'],['Current'],['knut slna'],['Department of Mathematics [Irvine]']
4317006,hal-04317006,Distribution Of The Autocorrelation Of Random Boolean Functions,2023,"Cryptography and Communications - Discrete Structures, Boolean Functions and Sequences",ART,10.1007/s12095-023-00653-3,"Eric Férard, Florian Caullery, François Rodier",['francois rodier'],['Directeur de Recherche Émérite (DREM)'],['AGLR'],['Current'],"['eric ferard', 'florian caullery']","['Qualcomm France RFFE SARL', ""Laboratoire de Géométrie Algébrique et Applications à la Théorie de l'Information""]"
4308447,hal-04308447,Decomposition Numbers For Unipotent Blocks With Small Sl2 -Weight In Finite Classical Groups,2023,Unknown,Unknown,Unknown,"Emily Norton, Olivier Dudas",['olivier dudas'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],['emily norton'],['University of Kent [Canterbury]']
4762151,hal-04762151,Logical Modelling Of Myelofibrotic Microenvironment Predicts Dysregulated Progenitor Stem Cell Crosstalk,2023,BioSystems,ART,10.1016/j.biosystems.2023.104961,"Elisabeth Remy, Estelle Duprez, Stephen Chapman","['elisabeth remy', 'stephen chapman']","['PostDoctorant (Postdoctoral Researcher)', 'Directrice de Recherche (DR)']",['ALEA'],"['Former', 'Current']",['estelle duprez'],['Centre de Recherche en Cancérologie de Marseille']
4308277,hal-04308277,Skew Cyclic And Skew Constacyclic Codes Over A Mixed Alphabet,2023,Unknown,Unknown,Unknown,"Chinnapillai Durairajan, Cruz Mohan, Karthick Gowdhaman, Patrick Solé, Selda Çalkavur",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['chinnapillai durairajan', 'cruz mohan', 'karthick gowdhaman', 'selda calkavur']","['Kocaeli University [Turkey]', 'Unknown', 'SRM Institute of Science and Technology', 'Bharathidasan University, Tiruchirapalli, Tamil Nadu, India.']"
4307944,hal-04307944,Symbolic Approaches To Modeling And Analysis Of Biological Systems,2023,Unknown,OUV,10.1002/9781394229086,"Cédric Lhoussaine, Élisabeth Remy",['elisabeth remy'],['Directrice de Recherche (DR)'],['ALEA'],['Current'],['cedric lhoussaine'],['BioComputing']
4610870,hal-03978957,Hardness Of Monadic Second-Order Formulae Over Succinct Graphs,2023,Unknown,Unknown,Unknown,"Guilhem Gamard, Guillaume Theyssier, Kévin Perrot, Pierre Guillon","['guillaume theyssier', 'pierre guillon']",['Chargé de Recherche (CR)'],['GDAC'],['Current'],"['guilhem gamard', 'kevin perrot']","[""Laboratoire d'Informatique et des Systèmes (LIS) (Marseille, Toulon)"", 'Designing the Future of Computational Models']"
4306383,hal-04306383,Norm Of Matrix-Valued Polynomials In Random Unitaries And Permutations,2023,Unknown,Unknown,Unknown,"Benoit Collins, Charles Bordenave",['charles bordenave'],['Directeur de Recherche (DR)'],['ALEA'],['Current'],['benoit collins'],['Kyoto University']
4305472,hal-04305472,Observability Of A 1D Schrödinger Equation With Time-Varying Boundaries,2023,Journal of Dynamical and Control Systems,ART,10.1007/s10883-023-09640-6,"Duc-Trung Hoang, Mahdi Achache",['mahdi achache'],['Attaché Temporaire d’Enseignement et de Recherche (ATER)'],['AGT'],['Former'],['duc trung hoang'],['IFP Energies nouvelles']
4274798,hal-04274798,Order Conditions For Languages,2023,Unknown,COUV,10.1007/978-3-031-33180-0_12,"Luca Zamboni, Pascal Hubert, Sébastien Ferenczi","['sebastien simon ferenczi', 'pascal hubert']","['Directeur de Recherche (DR)', 'Professeur (PR)']",['GDAC'],['Current'],['luca zamboni'],['Institut Camille Jordan']
3665716,hal-03665716,The Height Process Of A Continuous-State Branching Process With Interaction,2022,Journal of Theoretical Probability,ART,10.1007/s10959-020-01054-5,"Anton Wakolbinger, Etienne Pardoux, Zenghu Li",['etienne pardoux'],['Professeur Émérite (PREM)'],['ALEA'],['Current'],"['anton wakolbinger', 'zenghu li']",['Unknown']
3665718,hal-03665718,Household Epidemic Models And Mckean–Vlasov Poisson Driven Stochastic Differential Equations,2022,The Annals of Applied Probability,ART,10.1214/21-AAP1706,"Raphaël Forien, Étienne Pardoux",['etienne pardoux'],['Professeur Émérite (PREM)'],['ALEA'],['Current'],['raphael forien'],['Biostatistique et Processus Spatiaux']
3666001,hal-03666001,Genetics Of Adaptation And Fitness Landscapes: From Toy Models To Testable Quantitative Predictions,2022,Evolution - International Journal of Organic Evolution,ART,10.1111/evo.14477,"Joanna Masel, Michael Kopp, Thomas Bataillon, Thomas Ezard",['michael kopp'],['Professeur (PR)'],['ALEA'],['Current'],"['joanna masel', 'thomas bataillon', 'thomas ezard']","['Unknown', 'Aarhus University [Aarhus]']"
3662143,hal-03662143,The One‐Dimensional Model For An Elliptic Equation In A Perforated Thin Anisotropic Heterogeneous Three‐Dimensional Structure,2022,Mathematical Methods in the Applied Sciences,ART,10.1002/mma.8341,Ali Sili,['ali sili'],['Maître de Conférences (MCF H)'],['AA'],['Current'],[],[]
4817640,hal-04817640,The Weierstrass–Durand–Kerner Root Finder Is Not Generally Convergent,2022,Mathematics of Computation,ART,10.1090/mcom/3783,"Bernhard Reinke, Dierk Schleicher, Michael Stoll","['bernhard reinke', 'dierk schleicher']","['PostDoctorant (Postdoctoral Researcher)', 'Professeur (PR)']",['GDAC'],['Current'],['michael stoll'],['Universität Bayreuth [Deutschland] = University of Bayreuth [Germany] = Université de Bayreuth [Allemagne]']
3170485,hal-03170485,Support Of The Brown Measure Of The Product Of A Free Unitary Brownian Motion By A Free Self-Adjoint Projection,2022,Journal of Functional Analysis,ART,10.1016/j.jfa.2021.109362,"Nizar Demni, Tarek Hamdi",['nizar demni'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],['tarek hamdi'],['Unknown']
3168406,hal-03168406,Lipschitz Normal Embeddings And Polar Exploration Of Complex Surface Germs,2022,Compositio Mathematica,ART,Unknown,"André Belotto Da Silva, Anne Pichon, Lorenzo Fantini","['anne pichon', 'lorenzo fantini', 'da silva andre ricardo belotto']","['PostDoctorant (Postdoctoral Researcher)', 'Professeure (PR)', 'Maître de Conférences (MCF H)']","['AGT', 'GDAC']","['Former', 'Current']",[],[]
4817655,hal-04817655,Rigidity Of Newton Dynamics,2022,Advances in Mathematics,ART,10.1016/j.aim.2022.108591,"Dierk Schleicher, Kostiantyn Drach","['kostiantyn drach', 'dierk schleicher']","['PostDoctorant (Postdoctoral Researcher)', 'Professeur (PR)']",['GDAC'],"['Former', 'Current']",[],[]
3661959,hal-03661957,On The Dimension Of The Fock Type Spaces,2022,Unknown,Unknown,10.1016/j.jmaa.2021.125288,"Alexander Borichev, Hassan Youssfi, Van An Le","['van an le', 'el hassan youssfi', 'alexandre boritchev']","['Professeur (PR)', 'Doctorant (Phd Student)']",['AGT'],"['Former', 'Current']",[],[]
3152785,hal-03152785,Dynamical Organization Of Recollisions By A Family Of Invariant Tori,2022,SIAM Journal on Applied Dynamical Systems,ART,10.1137/21M1400912,"Cristel Chandre, Jonathan Dubois, Marc Jorba-Cusco, Àngel Jorba","['cristel chandre', 'jonathan dubois']","['Directeur de Recherche (DR)', 'Doctorant (Phd Student)']",['GDAC'],"['Former', 'Current']","['marc jorba cusco', 'angel jorba']","['Departament de Matematiques i Informatica, Universitat de Barcelona', 'Universidad Internacional de la Rioja']"
3153050,hal-03153050,Almost Everywhere Balanced Sequences Of Complexity $2N+1$,2022,Moscow Journal of Combinatorics and Number Theory,ART,10.2140/moscow.2022.11.287,"Julien Cassaigne, Julien Leroy, Sébastien Labbé",['julien cassaigne'],['Chargé de Recherche (CR)'],['GDAC'],['Current'],"['julien leroy', 'sebastien labbe']","['Université de Liège = University of Liège = Universiteit van Luik = Universität Lüttich', 'Laboratoire Bordelais de Recherche en Informatique']"
3662488,hal-02491127,Semiparametric Two-Sample Admixture Components Comparison Test: The Symmetric Case,2022,Journal of Statistical Planning and Inference,ART,10.1016/j.jspi.2021.05.010,"Denys Pommeret, Pierre Vandekerkhove, Xavier Milhaud, Yahia Salhi","['xavier milhaud', 'denys pommeret']","['Professeur (PR)', 'Maître de Conférences (MCF H)']",['ALEA'],['Current'],"['pierre vandekerkhove', 'yahia salhi']","['Laboratoire Analyse et de Mathématiques Appliquées', 'Laboratoire de Sciences Actuarielle et Financière']"
3662166,hal-03662166,A 2D Model For A Highly Heterogeneous Plate,2022,Ricerche di matematica,ART,10.1007/s11587-021-00671-4,"Ahmed Boughammoura, Ali Sili, Leila Rahmani",['ali sili'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['ahmed boughammoura', 'leila rahmani']","['Université de Monastir - University of Monastir', 'Université Mouloud Mammeri [Tizi Ouzou] = Mouloud Mammeri University of Tizi-Ouzou']"
3662161,hal-03662161,An Uncoupled Limit Model For A High-Contrast Problem In A Thin Multi-Structure,2022,Rendiconti Lincei. Matematica e Applicazioni,ART,10.4171/RLM/963,"Ali Sili, Antonio Gaudiello, Umberto De Maio",['ali sili'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['antonio gaudiello', 'umberto de maio']","['Università degli studi della Campania ""Luigi Vanvitelli"" = University of the Study of Campania Luigi Vanvitelli', 'University of Naples Federico II = Università degli studi di Napoli Federico II']"
3662156,hal-03662156,On The Limit Spectrum Of A Degenerate Operator In The Framework Of Periodic Homogenization Or Singular Perturbation Problems,2022,Comptes Rendus. Mathématique,ART,10.5802/crmath.263,Ali Sili,['ali sili'],['Maître de Conférences (MCF H)'],['AA'],['Current'],[],[]
3666898,hal-03666898,Subsampling Under Distributional Constraints,2022,Unknown,Unknown,Unknown,"Badih Ghattas, Florian Combes, Ricardo Fraiman","['badih ghattas', 'florian combes']","['Doctorant (Phd Student)', 'Maître de Conférences (MCF H)']",['ALEA'],['Former'],['ricardo fraiman'],['Centro de Matematica [Uruguay]']
3725351,hal-03725351,Detecting Non-Adjacent Dependencies Is The Exception Rather Than The Rule,2022,PLoS ONE,ART,10.1371/journal.pone.0270580,"Arnaud Rey, Guillem Bonafos, Jean-Baptiste Melmi, Laure Tosatto",['guillem bonafos'],['Doctorant (Phd Student)'],['ALEA'],['Former'],"['arnaud rey', 'jean baptiste melmi', 'laure tosatto']",['Laboratoire de psychologie cognitive']
3666903,hal-03666903,Prefix Palindromic Length Of\Xa0The\Xa0Sierpinski Word,2022,Unknown,COUV,10.1007/978-3-031-05578-2_6,"Anna Frid, Dora Bulgakova, Jérémy Scanvic",['anna frid'],['Maître de Conférences (MCF F)'],['GDAC'],['Current'],"['dora bulgakova', 'jeremy scanvic']","['Unknown', 'École normale supérieure de Lyon']"
3667966,hal-03667966,Three-Weight Codes Over Rings And Strongly Walk Regular Graphs *,2022,Graphs and Combinatorics,ART,Unknown,"Michael Kiermaier, Minjia Shi, Patrick Solé, Sascha Kurz",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['michael kiermaier', 'minjia shi', 'sascha kurz']","['Anhui University [Hefei]', 'Universität Bayreuth [Deutschland] = University of Bayreuth [Germany] = Université de Bayreuth [Allemagne]']"
4799290,hal-04799290,Testing The Equality Of The Laws Of Two Strictly Stationary Processes,2022,Statistical Inference for Stochastic Processes,ART,10.1007/s11203-022-09272-w,"Anne-Françoise Yao, Denys Pommeret, Laurence Reboul","['laurence reboul', 'denys pommeret']","['Maître de Conférences (MCF F)', 'Professeur (PR)']",['ALEA'],['Current'],['anne francoise yao'],['Laboratoire de Mathématiques Blaise Pascal']
3751172,hal-03751172,Extreme Divergence And Rotation Values Of The Inertial Particle Velocity In High Reynolds Number Turbulence Using Delaunay Tesselation,2022,Unknown,COMM,Unknown,"Kai Schneider, Keigo Matsuda, Thibault Oujia","['kai schneider', 'thibault oujia']","['Professeur (PR)', 'Doctorant (Phd Student)']",['ALEA'],"['Former', 'Current']",['keigo matsuda'],['Japan Agency for Marine-Earth Science and Technology']
3751173,hal-03751173,Scale-Dependent Geometric Statistics Of The Lagrangian And Eulerian Accelerations In Homogeneous Turbulent Shear Flow,2022,Unknown,COMM,Unknown,"Frank G Jacobitz, Kai Schneider",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],['frank g jacobitz'],['University of San Diego']
3751175,hal-03751175,Large-Scale Clustering Of Inertial Particles In Homogeneous Isotropic Turbulence,2022,Unknown,COMM,Unknown,"Kai Schneider, Katsunori Yoshimatsu, Keigo Matsuda",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],"['katsunori yoshimatsu', 'keigo matsuda']","['Nagoya University', 'Japan Agency for Marine-Earth Science and Technology']"
4788578,hal-04053165,"Développement Fin De La Contribution Unipotente À La Formule Des Traces Sur Un Corps Global De Caractéristique P>0', 'Fine Development Of The Unipotent Contribution To The Trace Formula Over A Global Field Of Characteristic P>0",2022,Unknown,Unknown,Unknown,Bertrand Lemaire,['bertrand lemaire'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],[],[]
3763730,hal-03563408,Vertex To Vertex Geodesics On Platonic Solids,2022,The American Mathematical Monthly,ART,10.1080/00029890.2023.2172298,Serge Troubetzkoy,['serge troubetzkoy'],['Professeur (PR)'],['GDAC'],['Current'],[],[]
